geometry,site_name,other_site_names,state,industry,matrix_type,matrix,year,pfoa,pfos,pfoa_pfos,total_pfas,pfas_level,notes,regulation_gvt_link,resources_link,suspected_source_link,pfas_testing_link,site_ref_link,state_ref_link,ObjectId,longitude,latitude
POINT (-84.366846 42.149415),Liberty Environmentalists Landfill,,Michigan,Landfill,Groundwater,Groundwater,2019.0,9,,,,9.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/jackson-county/liberty-environmentalists-landfill,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/jackson-county/liberty-environmentalists-landfill,https://drive.google.com/file/d/1RCRBkSDjg1Cp4K3Pmvk7Fg-4Gm7bhzSM/view?usp=share_link,https://drive.google.com/drive/folders/1KNPsLa55YaSDUB2Gl1fDmkcjpBy7fcAq?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1171,-84.366846,42.149415
POINT (-83.982 42.626),Livingston County Airport,,Michigan,Airport,Groundwater,Groundwater,2018.0,59,,,,59.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/livingston-county-airport,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/livingston-county-airport,https://drive.google.com/file/d/1tf811d96LBc_45Bk1S7H4srcKsmdpztC/view?usp=share_link,https://drive.google.com/drive/folders/1K8xeerZ9fFYvmCvUNgv5vaJ4trKnkHjM?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1172,-83.982,42.626
POINT (-83.921328 42.656001),Livingston County Landfill,,Michigan,Landfill,Groundwater,Groundwater,2021.0,18,,,68.0,68.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/livingston-county-landfill,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/livingston-county-landfill,https://drive.google.com/file/d/1cc448uJYTfORcqjREHZGd1iEUNM5saXe/view?usp=share_link,https://drive.google.com/drive/folders/1K8xeerZ9fFYvmCvUNgv5vaJ4trKnkHjM?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1173,-83.921328,42.656001
POINT (-83.676969 43.05893),Lockhart Chemical Company,,Michigan,Industry,Groundwater,Groundwater,2019.0,30,42,55,,55.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/lockhart-chemical-company,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/lockhart-chemical-company,https://drive.google.com/file/d/1cuGCO-YOVaFfdRNmDFrX_K6Xv_jOxqBS/view?usp=share_link,https://drive.google.com/drive/folders/1wyWD0o-bFDx_yIcW5tCX1Ulwz9u6FM0q?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1174,-83.676969,43.05893
POINT (-83.913967 42.592957),Lucy Road Landfill,,Michigan,Landfill,Groundwater,Groundwater,2022.0,110,60,,,110.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/lucy-road-landfill,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/lucy-road-landfill,https://drive.google.com/file/d/1jjjwdCpRmSIOCFH8u1zPLkFOBI4x3cQc/view?usp=share_link,https://drive.google.com/drive/folders/1K8xeerZ9fFYvmCvUNgv5vaJ4trKnkHjM?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1175,-83.913967,42.592957
POINT (-86.406 43.942),Ludington Wastewater Treatment Plant,,Michigan,WWTP,Groundwater,Groundwater,2020.0,99,140,180,,180.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/mason-county/ludington-wastewater-treatment-plant,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/mason-county/ludington-wastewater-treatment-plant,https://drive.google.com/file/d/1n11nelWp4mcStuLXvyfWx_yNPd6ERKI9/view?usp=share_link,https://drive.google.com/drive/folders/1mGE6luWECAuiTYz8iZyeCy9Qyouy0w-T?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1176,-86.406,43.942
POINT (-83.246468 42.71931),"LymTal International, Inc.",,Michigan,Industry,Groundwater,Groundwater,2021.0,2200,49000,,,49000.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/lymtal-international-inc,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/lymtal-international-inc,https://drive.google.com/file/d/1G1Cf0ukY5_TOJdggKrsyySgYJT8xaxaW/view?usp=share_link,https://drive.google.com/drive/folders/1zsCg5V9CoC_JWRBUikxpaYFEtgQPWyeA?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1177,-83.246468,42.71931
POINT (-86.25609 44.275399),Manistee Blacker Airport,,Michigan,Airport,Groundwater,Groundwater,2020.0,24,,,,24.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/manistee-county/manistee-blacker-airport,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/manistee-county/manistee-blacker-airport,https://drive.google.com/file/d/1svaVbVohwg-xborc63pkbRBpl95JsmQH/view?usp=share_link,https://drive.google.com/drive/folders/1_nKt4anbBalnEkIByYM-n4avwO_6Zhno?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1178,-86.25609,44.275399
POINT (-83.275114 42.945373),Metamora Landfill Superfund Site,,Michigan,Superfund Site,Groundwater,Groundwater,2020.0,25,,,,25.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/lapeer-county/metamora-landfill-superfund-site,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/lapeer-county/metamora-landfill-superfund-site,https://drive.google.com/file/d/1aLdt9MG7DSyRtC-YnEVtkKWfy3QkHt0s/view?usp=share_link,https://drive.google.com/drive/folders/17JQPQdSS6EVTFC-ZqHsxQfV20LWyFJ4G?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1179,-83.275114,42.945373
POINT (-84.588199 42.771316),MIARNG Lansing Hangar,,Michigan,Airport,Groundwater,Groundwater,2021.0,80,,,,80.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/clinton-county/miarng-lansing-hangar,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/clinton-county/miarng-lansing-hangar,https://drive.google.com/file/d/1_p7G29ZIc8nfHTQ5E0srwXcs0evTHOes/view?usp=share_link,https://drive.google.com/drive/folders/1r-XWxYrEsKcwIseAH1PS3AfgUfn0TkiQ?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1180,-84.588199,42.771316
POINT (-83.656 42.458),"Michigan Seamless Tube, LLC",,Michigan,Industry,Groundwater,Groundwater,2019.0,14,36,,,36.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/michigan-seamless-tube-llc,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/michigan-seamless-tube-llc,https://drive.google.com/file/d/1OInpDaQwwLqERVgVS3FxMa63PuVixvY0/view?usp=share_link,https://drive.google.com/drive/folders/1K-mQ3B55TDZYS6PkcNDY_7xPywwF7c5x?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1181,-83.656,42.458
POINT (-85.456233 42.721038),Middleville Wastewater Treatment Plant,,Michigan,WWTP,Groundwater,Groundwater,2021.0,,26,,,26.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/barry-county/middleville-wwtp,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/barry-county/middleville-wwtp,https://drive.google.com/file/d/1nkdzTpGhhtbZFKDy14CQgk5tt0kBHtWB/view?usp=share_link,https://drive.google.com/drive/folders/1x2hXGI6RY_H1avu_wpJtOor9LArTaeRK?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1182,-85.456233,42.721038
POINT (-84.117315 44.934726),Montmorency-Oscoda-Alpena Landfill,,Michigan,Landfill,Groundwater,Groundwater,2020.0,21,,,,21.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/montmorency-county/montmorency-oscoda-alpena-landfill,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/montmorency-county/montmorency-oscoda-alpena-landfill,https://drive.google.com/file/d/1AGJbTQiPw2bp1mLmQ8X9qJhJ0b7Q6BzV/view?usp=share_link,https://drive.google.com/drive/folders/1yh3sCV-9ABpFLNXqxNNX-GifzPgSWvB6?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1183,-84.117315,44.934726
POINT (-84.781 43.614),Mt. Pleasant City Landfill,,Michigan,Landfill,Groundwater,Groundwater,2020.0,120,56,176,236.0,236.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/isabella-county/mt-pleasant-city-landfill,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/isabella-county/mt-pleasant-city-landfill,https://drive.google.com/file/d/1PF3zHfcZyM3zssXJLf8gKmLE_ibLNbFl/view?usp=share_link,https://drive.google.com/drive/folders/11hAKCGp6BDVE8yRblbfi-fPW0x9jT8hv?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1184,-84.781,43.614
POINT (-86.333248 43.388636),Muskegon Chemical Company,,Michigan,Industry,Groundwater,Groundwater,2018.0,18,,,,18.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/muskegon-chemical-company,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/muskegon-chemical-company,https://drive.google.com/file/d/1lMlH5bOmfgFq_wNAc44SfSSwgANnWsTJ/view?usp=share_link,https://drive.google.com/drive/folders/10pEAqgpzTlpn8l0Ox2s3rYF-p0bWh_kO?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1185,-86.333248,43.388636
POINT (-86.039301 43.261382),Muskegon County Wastewater Management System Metro Wastewater Treatment Plant,,Michigan,WWTP,Groundwater,Groundwater,2022.0,2200,329,2529,11390.0,11390.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/muskegon-county-wwms-metro-wwtp,https://drive.google.com/file/d/19Fvw53cPHNU0QUwav7TPmPL8X7cVVRTR/view?usp=share_link,https://drive.google.com/file/d/19Fvw53cPHNU0QUwav7TPmPL8X7cVVRTR/view?usp=share_link,https://drive.google.com/drive/folders/1k8fy1tIiH5bP23BGAUTqTWDZmNWRLDGc?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1186,-86.039301,43.261382
POINT (-85.596 43.113),North Kent Landfill,,Michigan,Landfill,Groundwater,Groundwater,2018.0,200,21,,,200.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/north-kent-landfill,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/north-kent-landfill,https://drive.google.com/file/d/1q5i0zONxaW1q0batIewT-8W7-4HNNWr_/view?usp=share_link,https://drive.google.com/drive/folders/11Ix98Sa5A7SmcCbSlSQelO8GbD0qWC6r?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1187,-85.596,43.113
POINT (-86.284 42.172),Orchard Hill Landfill,,Michigan,Landfill,Groundwater,Groundwater,2020.0,,,96,,96.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/orchard-hill-landfill,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/orchard-hill-landfill,https://drive.google.com/file/d/1HG5o7rv-tDEoDiu7qRCZU4nfRi-2V7Ys/view?usp=share_link,https://drive.google.com/drive/folders/1V-jRTUkNZN8VG3k1TDFAozjYVrwCTNYm?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1188,-86.284,42.172
POINT (-84.188 42.998),Partz Corporation,,Michigan,Industry,Groundwater,Groundwater,2020.0,,,560,,560.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/shiawassee-county/partz-corporation,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/shiawassee-county/partz-corporation,https://drive.google.com/file/d/1XKtEz8091RG0IZw9KCkJ4TVaWgYV_5Ad/view?usp=share_link,https://drive.google.com/drive/folders/1V66vsVY7fFKNGRiQqq9pt9akocykyuAB?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1189,-84.188,42.998
POINT (-85.895825 42.211),Paw Paw Plating,,Michigan,Industry,Groundwater,Groundwater,2020.0,120,560,599,,599.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/van-buren-county/paw-paw-plating,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/van-buren-county/paw-paw-plating,https://drive.google.com/file/d/1X0SZryIS9H2iPaWN1NGLiTVIpRY3a2IW/view?usp=share_link,https://drive.google.com/drive/folders/1o6V4DUulwG-tE_rfNqImefmgcSomuGm_?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1190,-85.895825,42.211
POINT (-83.870951 43.280716),Peoples Landfill,,Michigan,Landfill,Groundwater,Groundwater,2020.0,12,4,15,15.0,15.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/saginaw-county/peoples-landfill,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/saginaw-county/peoples-landfill,https://drive.google.com/file/d/11jeauHkWnWFWubD2OYAsM8-axydkmZSu/view?usp=share_link,https://drive.google.com/drive/folders/1EyLn8pmLPFUXzHbBw9wvjAKpvvbT6Sqn?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1191,-83.870951,43.280716
POINT (-82.96498 42.362455),"Petro-Chem Processing Group of Nortru, LLC",Petro-Chem,Michigan,Industry,Groundwater,Groundwater,2020.0,36,,,,36.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/petro-chem,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/petro-chem,https://drive.google.com/file/d/1D4jNO83nj9jl9epjzmxSebJH96ihU8LX/view?usp=share_link,https://drive.google.com/drive/folders/1oSpdspFCRCUD0rQ_T1RkaxV44KGHbgFs?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1192,-82.96498,42.362455
POINT (-85.182 43.103),Pitsch Sanitary Landfill,,Michigan,Landfill,Groundwater,Groundwater,2021.0,74,18,,,74.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ionia-county/pitsch-sanitary-landfill,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ionia-county/pitsch-sanitary-landfill,https://drive.google.com/file/d/1Dr3Neln2W-xSLGq3QMb0Z8n0S2sDiMQx/view?usp=share_link,https://drive.google.com/drive/folders/1kQLM4n5pzzyPEe-lV0_gLYn6IpNjWZDV?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1193,-85.182,43.103
POINT (-83.863785 43.171903),Pollard Landfill,,Michigan,Landfill,Groundwater,Groundwater,2021.0,96,160,206,419.0,419.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/pollard-landfill,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/pollard-landfill,https://drive.google.com/file/d/1BJir7AOfRLQ9SDyq7UW-PmPgapY78evb/view?usp=share_link,https://drive.google.com/drive/folders/1tgd_-fx3vi-LM8jNZuhrPg36C_gKedWO?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1194,-83.863785,43.171903
POINT (-83.439581 42.676124),Pontiac Lake State Recreation Area,,Michigan,Other,Groundwater,Groundwater,2021.0,,7200,,,7200.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/pontiac-lake-state-recreation-area,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/pontiac-lake-state-recreation-area,https://drive.google.com/file/d/1BS9mHj36pbzkDhEaZcsZMbyZPqlhdMko/view?usp=share_link,https://drive.google.com/drive/folders/1HKwknjPTqEs1oUtG6xbPK7m5VuP8rZk1?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1195,-83.439581,42.676124
POINT (-85.896286 42.211219),Production Rubber Products,,Michigan,Industry,Groundwater,Groundwater,2021.0,60,620,680,780.0,780.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/van-buren-county/production-rubber-products,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/van-buren-county/production-rubber-products,https://drive.google.com/file/d/1VjfxWy2EgTeAVS_G_9L4bA4g665V4YvZ/view?usp=share_link,https://drive.google.com/drive/folders/1o6V4DUulwG-tE_rfNqImefmgcSomuGm_?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1196,-85.896286,42.211219
POINT (-83.703 43.012),RACER Flint West,,Michigan,Industry,Groundwater,Groundwater,2021.0,93,170,,,170.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/racer-flint-west,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/racer-flint-west,https://drive.google.com/file/d/1BVN8N1OVs3VrRQLqIln8F8tOxz9QaZ3k/view?usp=share_link,https://drive.google.com/drive/folders/1wyWD0o-bFDx_yIcW5tCX1Ulwz9u6FM0q?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1197,-83.703,43.012
POINT (-83.132945 42.47222),Reichhold East Area,Reichhold Incorporated,Michigan,Industry,Groundwater,Groundwater,2019.0,15,,,,15.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/reichhold-east-area,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/reichhold-east-area,https://drive.google.com/file/d/1fybVj1qXxGSNLoylFdyOgUl0aaqP8IE2/view?usp=share_link,https://drive.google.com/drive/folders/1flJyL2QT0MsNXujL_1x0vCci0OcK5C7J?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1198,-83.132945,42.47222
POINT (-85.735788 42.944144),Riverside Sand and Gravel Landfill,,Michigan,Landfill,Surface water,Surface Water,2022.0,3,5,,,5.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/riverside-sand-and-gravel-landfill,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/riverside-sand-and-gravel-landfill,https://drive.google.com/file/d/13jzzHEiT_jpOhgklvlH9U2rmfeYM38tt/view?usp=share_link,https://drive.google.com/drive/folders/1bDm2tDztvrfkxhG41bTn_9cpUn-vNiWy?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1199,-85.735788,42.944144
POINT (-85.8527329 42.5353004),Rockwell International Corporation,,Michigan,Industry,Groundwater,Groundwater,2020.0,24,60,,,60.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/allegan-county/rockwell-international-corporation,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/allegan-county/rockwell-international-corporation,https://drive.google.com/file/d/1caXBhjtTRn2l3CFQniWC1EN3cd8P4Yms/view?usp=share_link,https://drive.google.com/drive/folders/1ABedhTM1yXKNinv7PCYTyCYRWL1vdhFt?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1200,-85.8527329,42.5353004
POINT (-83.971046 43.401379),Saginaw Malleable Iron,,Michigan,Industry,Groundwater,Groundwater,2021.0,30,16,45,45.0,45.0,N/A,N/A,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/saginaw-county/saginaw-malleable-iron,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/saginaw-county/saginaw-malleable-iron,https://drive.google.com/file/d/1l-8wWplr5gYuEyVA-lOfMAXDtLY06QCv/view?usp=share_link,https://drive.google.com/drive/folders/1a2Mzc2rJ8YELc75xe0tInK3FpbxaG-0e?usp=share_link,https://drive.google.com/drive/folders/1ZgLd9ihVSI3av7mQvluoownq7x_9UXYI?usp=share_link,1201,-83.971046,43.401379
